text,language,label,category,source
Important: Your request for a new chequebook has been registered.. It will reach you in 7 working days..,en,legitimate,legitimate,synthetic_template
PhonePe கணக்கு நிறுத்தப்பட்டுள்ளது. சரிபார்ப்பு குறியீட்டை உடனே தெரிவிக்கவும்.,ta,scam,otp,synthetic_template
Your net banking password expires today. Confirm your card number and CVV at http://irctc-refund.cyou/ticket.,en,scam,banking,synthetic_template
"உங்கள் காசோலை எண் 445122, ரூ.10,000 14-05-2026 அன்று செலுத்தப்பட்டது.",ta,legitimate,legitimate,synthetic_template
பணம் திரும்ப பெற இந்த QR ஐ ஸ்கேன் செய்து உங்கள் UPI PIN ஐ உள்ளிடவும்.,ta,scam,banking,synthetic_template
"Electricity tonight cut aagum, bill update aagala, officer 8123456789 ku call pannunga",ta,scam,impersonation,synthetic_tanglish
Your gas cylinder has been booked. Booking ID 7781234. Delivery in 2 working days. Team,en,legitimate,legitimate,synthetic_template
"Your mobile number is selected in Coca Cola lucky draw. Prize Rs 5,00,000. Contact WhatsApp 6383991122",en,scam,lottery,synthetic_template
"Union Bank: Rs.999 credited to your account on 03-06-26 by NEFT. Avl bal Rs.12,400.",en,legitimate,legitimate,synthetic_template
பங்குச்சந்தை குறிப்புகள் குழு. நிச்சயமான லாபம். இடம் குறைவு. தொடர்பு 9876543210,ta,scam,investment,synthetic_template
"உங்கள் ரீசார்ஜ் ரூ.25,000 வெற்றிகரமாக முடிந்தது. 28 நாட்கள் செல்லுபடியாகும்.",ta,legitimate,legitimate,synthetic_template
"Sir, this is Kumar from the water board. We will do the meter reading tomorrow between 10 AM and 12 PM.",en,legitimate,legitimate,synthetic_template
Congratulations! You won Rs 1 Crore in KBC lucky draw. Call 6383991122 and pay processing fee to claim prize.,en,scam,lottery,synthetic_template
Congratulations on completing the cyber safety workshop. Your certificate is ready for collection.,en,legitimate,legitimate,synthetic_template
112233 உங்கள் உள்நுழைவு OTP. 10 நிமிடம் செல்லுபடியாகும். இதை யாரிடமும் சொல்ல வேண்டாம்.,ta,legitimate,legitimate,synthetic_template
உங்கள் விண்ணப்பம் தேர்வாகியுள்ளது. நேர்காணல் கட்டணம் ரூ 999 செலுத்தி உறுதி செய்யவும்.,ta,scam,job,synthetic_template
"Your number won the Diwali bumper prize of Rs 50,00,000. Pay GST of Rs 10,000 to release the amount.",en,scam,lottery,synthetic_template
Thank you for your payment of Rs.499. Receipt number 88213. This is a system generated message.,en,legitimate,legitimate,synthetic_template
"Congratulations! You are selected for work from home job. Earn Rs 25,000 daily. Pay registration fee Rs 499 to start. Contact 7012345678",en,scam,job,synthetic_template
"உங்கள் ரீசார்ஜ் ரூ.1,250 வெற்றிகரமாக முடிந்தது. 28 நாட்கள் செல்லுபடியாகும்.",ta,legitimate,legitimate,synthetic_template
"907845 IS YOUR OTP FOR UNION BANK LOGIN. VALID FOR 10 MINUTES. DO NOT SHARE THIS OTP WITH ANYONE, INCLUDING BANK STAFF.",en,legitimate,legitimate,synthetic_template
உங்கள் ஆர்டர் அனுப்பப்பட்டது. நாளை மாலைக்குள் வந்துவிடும். செயலியில் பார்க்கவும்.,ta,legitimate,legitimate,synthetic_template
Your appointment at the government hospital is confirmed for 15-05-2026 at 10:30 AM.. Please bring your ID card.. Regards..,en,legitimate,legitimate,synthetic_template
"Investment panna 30% guaranteed return, double money 15 days la, join http://192.168.44.9/bank/login",ta,scam,impersonation,synthetic_tanglish
"Attention! ஆதார் இணைக்கப்படவில்லை. உடனே http://bit.ly/3kycupd மூலம் சரிபார்க்கவும், இல்லையெனில் கணக்கு நிறுத்தப்படும்.",ta,scam,kyc,synthetic_template
"PARCEL CUSTOMS LA HOLD AAGIDUCHU, ILLEGAL ITEM IRUKKU, UDANE 6383991122 KU CALL PANNUNGA",ta,scam,impersonation,synthetic_tanglish
"Sir OTP 907845 aaya hoga, please forward kijiye, warna account block ho jayega.",en,scam,otp,synthetic_template
"Attention! Your number won the Diwali bumper prize of Rs 50,00,000. Pay GST of Rs 2,500 to release the amount.",en,scam,lottery,synthetic_template
Important: Congratulations on completing the cyber safety workshop. Your certificate is ready for collection.,en,legitimate,legitimate,synthetic_template
"Important: Rs.4,999 debit aagiduchu account XX4412 la, balance Rs.8,330, OTP yaarukum share pannadheenga",ta,legitimate,legitimate,synthetic_tanglish
முன்கூட்டியே அனுமதிக்கப்பட்ட ரூ 999 கடன். ஆவணம் தேவையில்லை. செயலாக்க கட்டணம் ரூ 999. 6383991122,ta,scam,loan,synthetic_template
"ரூ.25,000 உங்கள் கணக்கிலிருந்து பற்று வைக்கப்பட்டது. இருப்பு ரூ.8,330. OTP ஐ யாரிடமும் பகிர வேண்டாம்.",ta,legitimate,legitimate,synthetic_template
Important: உங்கள் ரேஷன் அட்டை e-KYC நியாய விலைக் கடையில் முடிக்கப்பட்டது. வேறு நடவடிக்கை தேவையில்லை.,ta,legitimate,legitimate,synthetic_template
"112233 is your OTP for Kotak login.. Valid for 10 minutes.. Do not share this OTP with anyone, including bank staff..",en,legitimate,legitimate,synthetic_template
Your Google Pay account is on hold. Reply with the 6 digit code 554411 to reactivate immediately.,en,scam,otp,synthetic_template
"உங்கள் பணம் ரூ..50,000 பெறப்பட்டது.. ரசீது எண் 88213.. இது தானியங்கி செய்தி..",ta,legitimate,legitimate,synthetic_template
Your Paytm account is on hold.. Reply with the 6 digit code 220199 to reactivate immediately..,en,scam,otp,synthetic_template
Courier delivery failed. Pay Rs 49 redelivery charge at http://192.168.44.9/bank/login to reschedule.,en,scam,courier_parcel,synthetic_template
Kotak security team here.. Confirm OTP 112233 within 10 minutes or your net banking will be disabled..,en,scam,otp,synthetic_template
Your monthly statement for A/c XX4412 is ready. View it by logging into the official PNB net banking portal. Thank you.,en,legitimate,legitimate,synthetic_template
Your Paytm account is on hold. Reply with the 6 digit code 907845 to reactivate immediately.,en,scam,otp,synthetic_template
"Dear customer, your electricity bill of Rs.2,500 for May is due on 20-05-2026. Pay through the official app or nearest office.",en,legitimate,legitimate,synthetic_template
"This is from Mumbai customs. Your parcel contains narcotics. Stay on this call, do not disconnect.",en,scam,courier_parcel,synthetic_template
Axis Bank alert: Aadhaar not linked with account. Re-verify KYC at http://icici-netbank.click/auth before tonight.,en,scam,kyc,synthetic_template
உங்கள் ஆர்டர் அனுப்பப்பட்டது. நாளை மாலைக்குள் வந்துவிடும். செயலியில் பார்க்கவும். Thank you.,ta,legitimate,legitimate,synthetic_template
"Your cheque number 445122 for Rs..50,000 has been cleared on 14-05-2026..",en,legitimate,legitimate,synthetic_template
Instant loan without CIBIL check. Get money in 10 minutes. Apply http://paytm-cashback.buzz/claim,en,scam,loan,synthetic_template
"I am Major Rajesh from Indian Army, posted transfer. Pay advance Rs 25,000 for the furniture, I will send truck.",en,scam,impersonation,synthetic_template
Pre-approved personal loan of Rs 999 approved. No documents required. Pay processing fee Rs 999. Call 6383991122,en,scam,loan,synthetic_template
"112233 is your OTP for HDFC Bank login. Valid for 10 minutes. Do not share this OTP with anyone, including bank staff.",en,legitimate,legitimate,synthetic_template
"Dear customer, your PNB account needs verification. Share the OTP 907845 received on your mobile to complete the process.",en,scam,otp,synthetic_template
"Your consignment is seized. Clearance fee Rs 1,250 required. Contact 6383991122 Thank you.",en,scam,courier_parcel,synthetic_template
"220199 is your OTP for ICICI Bank login. Valid for 10 minutes. Do not share this OTP with anyone, including bank staff.",en,legitimate,legitimate,synthetic_template
"உங்கள் மின் கட்டணம் ரூ..2,500 மே மாதத்திற்கு 20-05-2026 அன்று செலுத்த வேண்டும்.. அதிகாரப்பூர்வ செயலியில் செலுத்துங்கள்..",ta,legitimate,legitimate,synthetic_template
Your exam results are published. Visit the official university website and log in with your register number.,en,legitimate,legitimate,synthetic_template
Your resume is shortlisted for MNC. Interview fee Rs 999 payable to confirm slot. Call 7012345678,en,scam,job,synthetic_template
Your electricity meter reading was taken today.. The bill will be delivered within 3 days..,en,legitimate,legitimate,synthetic_template
"Sir, this is Kumar from the water board.. We will do the meter reading tomorrow between 10 AM and 12 PM..",en,legitimate,legitimate,synthetic_template
Final notice - KYC verification pending. Download the form from http://hdfc-secure-login.top/kyc and submit today.,en,scam,kyc,synthetic_template
"Rs.50,000 debit aagiduchu account XX4412 la, balance Rs.8,330, OTP yaarukum share pannadheenga",ta,legitimate,legitimate,synthetic_tanglish
Your order has been shipped and will be delivered by tomorrow 7 PM.. Track in the app..,en,legitimate,legitimate,synthetic_template
"உங்கள் மின் கட்டணம் ரூ.2,500 மே மாதத்திற்கு 20-05-2026 அன்று செலுத்த வேண்டும். அதிகாரப்பூர்வ செயலியில் செலுத்துங்கள்.",ta,legitimate,legitimate,synthetic_template
"Your insurance premium of Rs.25,000 is due on 28-05-2026. Pay via the official portal or your agent.",en,legitimate,legitimate,synthetic_template
"Mummy my phone is broken, this is my new number. Send Rs 499 to this GPay urgently. Regards.",en,scam,impersonation,synthetic_template
Your bus pass renewal is complete. Collect it from the depot counter with your old pass. Thank you.,en,legitimate,legitimate,synthetic_template
YOUR ELECTRICITY METER READING WAS TAKEN TODAY. THE BILL WILL BE DELIVERED WITHIN 3 DAYS.,en,legitimate,legitimate,synthetic_template
"PNB: Rs.999 credited to your account on 03-06-26 by NEFT. Avl bal Rs.12,400.",en,legitimate,legitimate,synthetic_template
Dear customer your ICICI Bank KYC has expired. Account will be blocked within 24 hours. Click http://hdfc-secure-login.top/kyc to update.,en,scam,kyc,synthetic_template
Your exam results are published. Visit the official university website and log in with your register number. Thank you.,en,legitimate,legitimate,synthetic_template
Your scholarship application has been received by the college office. Results will be displayed on the notice board.,en,legitimate,legitimate,synthetic_template
"Your cheque number 445122 for Rs..25,000 has been cleared on 14-05-2026..",en,legitimate,legitimate,synthetic_template
CONGRATULATIONS ON COMPLETING THE CYBER SAFETY WORKSHOP.. YOUR CERTIFICATE IS READY FOR COLLECTION..,en,legitimate,legitimate,synthetic_template
Important: Canara Bank security team here. Confirm OTP 220199 within 10 minutes or your net banking will be disabled.,en,scam,otp,synthetic_template
"Dear customer, உங்கள் ரீசார்ஜ் ரூ.999 வெற்றிகரமாக முடிந்தது. 28 நாட்கள் செல்லுபடியாகும்.",ta,legitimate,legitimate,synthetic_template
Your insurance premium of Rs.499 is due on 28-05-2026. Pay via the official portal or your agent.,en,legitimate,legitimate,synthetic_template
"Congratulations! You are selected for work from home job. Earn Rs 50,000 daily. Pay registration fee Rs 499 to start. Contact 6383991122",en,scam,job,synthetic_template
Dear customer your electricity connection will be disconnected tonight because bill is not updated. Call officer 7012345678 Team,en,scam,electricity_bill,synthetic_template
"Electricity tonight cut aagum, bill update aagala, officer 9445566778 ku call pannunga",ta,scam,impersonation,synthetic_tanglish
"Dear customer, Ungaloda exam result vandhuduchu, official website la login panni paarunga",ta,legitimate,legitimate,synthetic_tanglish
"Dear customer, your electricity bill of Rs.10,000 for May is due on 20-05-2026. Pay through the official app or nearest office.",en,legitimate,legitimate,synthetic_template
Your resume is shortlisted for MNC. Interview fee Rs 999 payable to confirm slot. Call 8123456789,en,scam,job,synthetic_template
Your Paytm account is on hold. Reply with the 6 digit code 112233 to reactivate immediately.,en,scam,otp,synthetic_template
Your Instagram account will be permanently disabled. Confirm your identity here http://epfo-claim-online.work/pf,en,scam,social_media,synthetic_template
"Sir OTP 112233 aaya hoga, please forward kijiye, warna account block ho jayega.",en,scam,otp,synthetic_template
Dear customer your electricity connection will be disconnected tonight because bill is not updated. Call officer 9876543210 Thank you.,en,scam,electricity_bill,synthetic_template
Your Aadhaar update request 8812 has been accepted at the enrolment centre.. Check status on the official portal after 7 days..,en,legitimate,legitimate,synthetic_template
"Sir, this is Kumar from the water board. We will do the meter reading tomorrow between 10 AM and 12 PM. Act fast!",en,legitimate,legitimate,synthetic_template
உங்கள் தேர்வு முடிவுகள் வெளியாகியுள்ளன. பல்கலைக்கழக அதிகாரப்பூர்வ தளத்தில் பார்க்கவும்.,ta,legitimate,legitimate,synthetic_template
YOUR FEDEX PARCEL IS HELD AT CUSTOMS DUE TO ILLEGAL ITEMS. CALL 7012345678 IMMEDIATELY TO AVOID LEGAL ACTION.,en,scam,courier_parcel,synthetic_template
Part time job available. Like YouTube videos and earn Rs 500 per day. Join WhatsApp 9445566778,en,scam,job,synthetic_template
Your monthly statement for A/c XX4412 is ready. View it by logging into the official HDFC Bank net banking portal.,en,legitimate,legitimate,synthetic_template
This is from TRAI. Your SIM will be deactivated in 2 hours due to Aadhaar mismatch. Press 1 to verify. Act fast!,en,scam,impersonation,synthetic_template
"உங்கள் காசோலை எண் 445122, ரூ.50,000 14-05-2026 அன்று செலுத்தப்பட்டது.",ta,legitimate,legitimate,synthetic_template
Amazon hiring work from home. Daily payout. Security deposit Rs 1500 refundable. Apply http://epfo-claim-online.work/pf,en,scam,job,synthetic_template
"Dear customer, Dear customer, your electricity bill of Rs.25,000 for May is due on 20-05-2026. Pay through the official app or nearest office.",en,legitimate,legitimate,synthetic_template
"Accept the payment request on Paytm to receive cashback of Rs 10,000. Enter PIN to confirm.",en,scam,banking,synthetic_template
"Mummy phone udanju pochu, ithu en new number, Rs 1,250 urgent ah anuppunga Thank you.",ta,scam,impersonation,synthetic_tanglish
Your Aadhaar update request 8812 has been accepted at the enrolment centre. Check status on the official portal after 7 days. Team,en,legitimate,legitimate,synthetic_template
"YOUR CONSIGNMENT IS SEIZED.. CLEARANCE FEE RS 50,000 REQUIRED.. CONTACT 9876543210",en,scam,courier_parcel,synthetic_template
Attention! Your appointment at the government hospital is confirmed for 15-05-2026 at 10:30 AM. Please bring your ID card.,en,legitimate,legitimate,synthetic_template
"483920 IS YOUR OTP FOR CANARA BANK LOGIN. VALID FOR 10 MINUTES. DO NOT SHARE THIS OTP WITH ANYONE, INCLUDING BANK STAFF.",en,legitimate,legitimate,synthetic_template
EB notice: immediate disconnection at 9 pm. Update payment at http://rbi-verify-account.icu/form,en,scam,electricity_bill,synthetic_template
"Sir OTP 220199 aaya hoga, please forward kijiye, warna account block ho jayega.",en,scam,otp,synthetic_template
"Accept the payment request on Google Pay to receive cashback of Rs 10,000. Enter PIN to confirm.",en,scam,banking,synthetic_template
வங்கி 26-01-2026 அன்று விடுமுறை காரணமாக மூடப்படும். அடுத்த வேலை நாளில் இயல்பு சேவை. Regards.,ta,legitimate,legitimate,synthetic_template
"ரூ.10,000 உங்கள் கணக்கிலிருந்து பற்று வைக்கப்பட்டது. இருப்பு ரூ.8,330. OTP ஐ யாரிடமும் பகிர வேண்டாம்.",ta,legitimate,legitimate,synthetic_template
வங்கியிலிருந்து பேசுகிறோம்.. கார்டு புதுப்பிக்க OTP எண்ணை உடனே சொல்லுங்கள்..,ta,scam,otp,synthetic_template
உங்கள் மின் மீட்டர் அளவீடு இன்று எடுக்கப்பட்டது. மூன்று நாட்களில் பில் வழங்கப்படும். Team,ta,legitimate,legitimate,synthetic_template
Attention! Your bus pass renewal is complete. Collect it from the depot counter with your old pass.,en,legitimate,legitimate,synthetic_template
"Your insurance premium of Rs..10,000 is due on 28-05-2026.. Pay via the official portal or your agent..",en,legitimate,legitimate,synthetic_template
"NEENGA LUCKY WINNER! RS 10,00,000 PRIZE JEICHURUKEN.. CLAIM PANNA HTTP://IRCTC-REFUND..CYOU/TICKET CLICK PANNUNGA",ta,scam,impersonation,synthetic_tanglish
"YOUR LOAN OF RS 25,000 IS SANCTIONED.. PAY INSURANCE CHARGE RS 1500 TO RELEASE AMOUNT..",en,scam,loan,synthetic_template
நாளை கனமழை காரணமாக பள்ளிக்கு விடுமுறை. திங்கள் அன்று வகுப்புகள் தொடங்கும். Team,ta,legitimate,legitimate,synthetic_template
உங்கள் மின் இணைப்பு இன்றிரவு துண்டிக்கப்படும். முந்தைய மாத கட்டணம் புதுப்பிக்கப்படவில்லை. அலுவலர் 8123456789,ta,scam,impersonation,synthetic_template
"Dear customer, உங்கள் காசோலை எண் 445122, ரூ.10,000 14-05-2026 அன்று செலுத்தப்பட்டது.",ta,legitimate,legitimate,synthetic_template
"Your insurance premium of Rs.2,500 is due on 28-05-2026. Pay via the official portal or your agent. Act fast!",en,legitimate,legitimate,synthetic_template
UNION BANK SECURITY TEAM HERE. CONFIRM OTP 907845 WITHIN 10 MINUTES OR YOUR NET BANKING WILL BE DISABLED.,en,scam,otp,synthetic_template
BHIM கணக்கு நிறுத்தப்பட்டுள்ளது. சரிபார்ப்பு குறியீட்டை உடனே தெரிவிக்கவும்.,ta,scam,otp,synthetic_template
"Your insurance premium of Rs.1,250 is due on 28-05-2026. Pay via the official portal or your agent.",en,legitimate,legitimate,synthetic_template
"Beneficiary added successfully to your account. If this was not done by you, contact your branch immediately. Team",en,legitimate,legitimate,synthetic_template
YOUR PF PASSBOOK HAS BEEN UPDATED.. LOGIN TO THE OFFICIAL EPFO MEMBER PORTAL TO VIEW THE BALANCE..,en,legitimate,legitimate,synthetic_template
Your blood donation camp registration is confirmed for Sunday 9 AM at the community hall. Thank you.,en,legitimate,legitimate,synthetic_template
"உங்கள் பணம் ரூ.50,000 பெறப்பட்டது. ரசீது எண் 88213. இது தானியங்கி செய்தி.",ta,legitimate,legitimate,synthetic_template
"Attention! ரூ.999 உங்கள் கணக்கிலிருந்து பற்று வைக்கப்பட்டது. இருப்பு ரூ.8,330. OTP ஐ யாரிடமும் பகிர வேண்டாம்.",ta,legitimate,legitimate,synthetic_template
"Sir job confirm aagiduchu, registration fee Rs 499 pay pannunga, 6383991122 ku call pannunga",ta,scam,impersonation,synthetic_tanglish
Your PF passbook has been updated. Login to the official EPFO member portal to view the balance.,en,legitimate,legitimate,synthetic_template
"220199 is your OTP for HDFC Bank login. Valid for 10 minutes. Do not share this OTP with anyone, including bank staff.",en,legitimate,legitimate,synthetic_template
"Your mobile recharge of Rs..4,999 is successful.. Validity 28 days.. Thank you..",en,legitimate,legitimate,synthetic_template
"Dear customer, Your gas cylinder has been booked. Booking ID 7781234. Delivery in 2 working days.",en,legitimate,legitimate,synthetic_template
Your Instagram account will be permanently disabled. Confirm your identity here http://rbi-verify-account.icu/form Regards.,en,scam,social_media,synthetic_template
"Your gas subsidy is pending.. Update bank account at http://tinyurl..com/kyc-updt to receive Rs 1,250..",en,scam,impersonation,synthetic_template
Your bank account KYC is incomplete as per RBI. Update immediately http://tinyurl.com/kyc-updt to avoid suspension.,en,scam,kyc,synthetic_template
Anna urgent ah OTP 220199 share pannunga illana account block aagidum,ta,scam,impersonation,synthetic_tanglish
"483920 is your OTP for HDFC Bank login.. Valid for 10 minutes.. Do not share this OTP with anyone, including bank staff..",en,legitimate,legitimate,synthetic_template
"Naalaiku school leave, heavy rain, Monday class start aagum",ta,legitimate,legitimate,synthetic_tanglish
"Your gas subsidy is pending.. Update bank account at http://tinyurl..com/kyc-updt to receive Rs 25,000..",en,scam,impersonation,synthetic_template
"Dear customer, Reminder: your LPG cylinder booking is confirmed. Delivery within 2 working days. Pay only to the delivery person.",en,legitimate,legitimate,synthetic_template
"உங்கள் பணம் ரூ..25,000 பெறப்பட்டது.. ரசீது எண் 88213.. இது தானியங்கி செய்தி..",ta,legitimate,legitimate,synthetic_template
"Dear customer, your electricity bill of Rs.1,250 for May is due on 20-05-2026. Pay through the official app or nearest office.",en,legitimate,legitimate,synthetic_template
"Your number won the Diwali bumper prize of Rs 25,00,000.. Pay GST of Rs 499 to release the amount..",en,scam,lottery,synthetic_template
Your PF passbook has been updated. Login to the official EPFO member portal to view the balance. Regards.,en,legitimate,legitimate,synthetic_template
Important: உங்கள் ஆர்டர் அனுப்பப்பட்டது. நாளை மாலைக்குள் வந்துவிடும். செயலியில் பார்க்கவும்.,ta,legitimate,legitimate,synthetic_template
Final notice - KYC verification pending.. Download the form from http://icici-netbank..click/auth and submit today.. Regards..,en,scam,kyc,synthetic_template
உங்கள் பார்சல் சுங்கத்தில் தடுத்து வைக்கப்பட்டுள்ளது. சட்டவிரோத பொருட்கள் உள்ளன. உடனே 7012345678 அழைக்கவும்.,ta,scam,courier_parcel,synthetic_template
"Your cheque number 445122 for Rs.4,999 has been cleared on 14-05-2026.",en,legitimate,legitimate,synthetic_template
KYC புதுப்பிக்கவில்லை. இன்றே HTTP://192.168.44.9/BANK/LOGIN சென்று விவரங்களை பதிவு செய்யவும்.,ta,scam,kyc,synthetic_template
"Ungaluku refund varum, QR scan panni UPI PIN enter pannunga",ta,scam,impersonation,synthetic_tanglish
கிரிப்டோ திட்டத்தில் முதலீடு செய்யுங்கள். ரிஸ்க் இல்லாத வருமானம் உறுதி.,ta,scam,investment,synthetic_template
Paytm கணக்கு நிறுத்தப்பட்டுள்ளது.. சரிபார்ப்பு குறியீட்டை உடனே தெரிவிக்கவும்..,ta,scam,otp,synthetic_template
"Electricity tonight cut aagum, bill update aagala, officer 9876543210 ku call pannunga",ta,scam,impersonation,synthetic_tanglish
உங்கள் ரீசார்ஜ் ரூ.499 வெற்றிகரமாக முடிந்தது. 28 நாட்கள் செல்லுபடியாகும்.,ta,legitimate,legitimate,synthetic_template
"Naalaiku school leave, heavy rain, Monday class start aagum Thank you.",ta,legitimate,legitimate,synthetic_tanglish
வங்கி 26-01-2026 அன்று விடுமுறை காரணமாக மூடப்படும்.. அடுத்த வேலை நாளில் இயல்பு சேவை..,ta,legitimate,legitimate,synthetic_template
This is from TRAI. Your SIM will be deactivated in 2 hours due to Aadhaar mismatch. Press 1 to verify.,en,scam,impersonation,synthetic_template
"Rs.1,250 debit aagiduchu account XX4412 la, balance Rs.8,330, OTP yaarukum share pannadheenga",ta,legitimate,legitimate,synthetic_tanglish
உங்கள் சிலிண்டர் பதிவு எண் 7781234.. இரண்டு வேலை நாட்களில் வழங்கப்படும்..,ta,legitimate,legitimate,synthetic_template
"Rs..10,000 debited from A/c XX4412 on 12-05-26.. Avl Bal Rs..8,330.. Not you? Call 18001234.. Do not share OTP with anyone..",en,legitimate,legitimate,synthetic_template
"Cylinder booking confirm aagiduchu, 2 days la delivery, delivery person kitta mattum pay pannunga",ta,legitimate,legitimate,synthetic_tanglish
"Invest in our forex plan.. Risk free returns, get 3x in 30 days.. Whatsapp 6383991122 Regards..",en,scam,investment,synthetic_template
Courier delivery failed. Pay Rs 49 redelivery charge at http://icici-netbank.click/auth to reschedule.,en,scam,courier_parcel,synthetic_template
Important: வங்கி 26-01-2026 அன்று விடுமுறை காரணமாக மூடப்படும். அடுத்த வேலை நாளில் இயல்பு சேவை.,ta,legitimate,legitimate,synthetic_template
"Dear customer, Your exam results are published. Visit the official university website and log in with your register number.",en,legitimate,legitimate,synthetic_template
"220199 is your OTP for Union Bank login. Valid for 10 minutes. Do not share this OTP with anyone, including bank staff.",en,legitimate,legitimate,synthetic_template
"உங்கள் Facebook பக்கம் விதிமுறை மீறல். 24 மணி நேரத்தில் http://irctc-refund.cyou/ticket சரிபார்க்கவும், இல்லையெனில் நீக்கப்படும்.",ta,scam,social_media,synthetic_template
Guaranteed 30% monthly return on crypto trading. Invest Rs 499 and double your money in 15 days. Join http://epfo-claim-online.work/pf,en,scam,investment,synthetic_template
"ரூ.499 உங்கள் கணக்கிலிருந்து பற்று வைக்கப்பட்டது. இருப்பு ரூ.8,330. OTP ஐ யாரிடமும் பகிர வேண்டாம்.",ta,legitimate,legitimate,synthetic_template
Your bank account KYC is incomplete as per RBI.. Update immediately http://sbi-kyc-update..xyz/verify to avoid suspension..,en,scam,kyc,synthetic_template
உங்கள் ரீசார்ஜ் ரூ..499 வெற்றிகரமாக முடிந்தது.. 28 நாட்கள் செல்லுபடியாகும்..,ta,legitimate,legitimate,synthetic_template
"Attention! Ungaloda exam result vandhuduchu, official website la login panni paarunga",ta,legitimate,legitimate,synthetic_tanglish
"HDFC Bank: Rs.999 credited to your account on 03-06-26 by NEFT. Avl bal Rs.12,400.",en,legitimate,legitimate,synthetic_template
"Parcel customs la hold aagiduchu, illegal item irukku, udane 9445566778 ku call pannunga",ta,scam,impersonation,synthetic_tanglish
"உங்கள் காசோலை எண் 445122, ரூ..50,000 14-05-2026 அன்று செலுத்தப்பட்டது..",ta,legitimate,legitimate,synthetic_template
URGENT: Paytm KYC pending.. Complete now at http://sbi-kyc-update..xyz/verify or wallet will be frozen today..,en,scam,kyc,synthetic_template
"TRAI இலிருந்து அழைக்கிறோம். ஆதார் பொருந்தவில்லை, உங்கள் சிம் 2 மணி நேரத்தில் முடக்கப்படும்.",ta,scam,impersonation,synthetic_template
"Investment panna 30% guaranteed return, double money 15 days la, join http://bit.ly/3kycupd",ta,scam,impersonation,synthetic_tanglish
"Beneficiary added successfully to your account.. If this was not done by you, contact your branch immediately..",en,legitimate,legitimate,synthetic_template
Reminder: your LPG cylinder booking is confirmed. Delivery within 2 working days. Pay only to the delivery person.,en,legitimate,legitimate,synthetic_template
நாளை கனமழை காரணமாக பள்ளிக்கு விடுமுறை. திங்கள் அன்று வகுப்புகள் தொடங்கும். Thank you.,ta,legitimate,legitimate,synthetic_template
"Congratulations! You won Rs 50,00,000 in KBC lucky draw. Call 7012345678 and pay processing fee to claim prize.",en,scam,lottery,synthetic_template
"INVESTMENT PANNA 30% GUARANTEED RETURN, DOUBLE MONEY 15 DAYS LA, JOIN HTTP://HDFC-SECURE-LOGIN.TOP/KYC",ta,scam,impersonation,synthetic_tanglish
Your mobile number is selected in Coca Cola lucky draw. Prize Rs 1 Crore. Contact WhatsApp 9445566778,en,scam,lottery,synthetic_template
Your net banking password expires today. Confirm your card number and CVV at http://paytm-cashback.buzz/claim.,en,scam,banking,synthetic_template
Your FedEx parcel is held at customs due to illegal items. Call 9445566778 immediately to avoid legal action. Act fast!,en,scam,courier_parcel,synthetic_template
"Rs..50,000 debit aagiduchu account XX4412 la, balance Rs..8,330, OTP yaarukum share pannadheenga Act fast!",ta,legitimate,legitimate,synthetic_tanglish
"Your cheque number 445122 for Rs.25,000 has been cleared on 14-05-2026.",en,legitimate,legitimate,synthetic_template
"உங்கள் மின் கட்டணம் ரூ.25,000 மே மாதத்திற்கு 20-05-2026 அன்று செலுத்த வேண்டும். அதிகாரப்பூர்வ செயலியில் செலுத்துங்கள்.",ta,legitimate,legitimate,synthetic_template
"Bitcoin investment scheme approved by RBI.. Minimum Rs 1,250, daily profit credited.. Register http://hdfc-secure-login..top/kyc",en,scam,investment,synthetic_template
"உங்கள் கணக்கு முடக்கப்படும். OTP 220199 ஐ பகிரவும், இல்லையெனில் சேவை நிறுத்தப்படும்.",ta,scam,otp,synthetic_template
Congratulations! You are selected for work from home job. Earn Rs 999 daily. Pay registration fee Rs 499 to start. Contact 6383991122,en,scam,job,synthetic_template
INSTALL ANYDESK APP AND SHARE SCREEN SO OUR EXECUTIVE CAN UPDATE YOUR ACCOUNT DETAILS.,en,scam,banking,synthetic_template
"Sir OTP 220199 aaya hoga, please forward kijiye, warna account block ho jayega..",en,scam,otp,synthetic_template
"உங்கள் கணக்கு முடக்கப்படும். OTP 907845 ஐ பகிரவும், இல்லையெனில் சேவை நிறுத்தப்படும்.",ta,scam,otp,synthetic_template
"Your cheque number 445122 for Rs.2,500 has been cleared on 14-05-2026.",en,legitimate,legitimate,synthetic_template
YOU HAVE BEEN TAGGED IN A POST. SEE PHOTO HERE HTTP://HDFC-SECURE-LOGIN.TOP/KYC,en,scam,social_media,synthetic_template
"ரூ.999 உங்கள் கணக்கிலிருந்து பற்று வைக்கப்பட்டது. இருப்பு ரூ.8,330. OTP ஐ யாரிடமும் பகிர வேண்டாம்.",ta,legitimate,legitimate,synthetic_template
"உங்கள் ரீசார்ஜ் ரூ.10,000 வெற்றிகரமாக முடிந்தது. 28 நாட்கள் செல்லுபடியாகும்.",ta,legitimate,legitimate,synthetic_template
"HELLO BETA, THIS IS YOUR UNCLE, I CHANGED MY NUMBER. I NEED RS 25,000 URGENTLY, WILL RETURN TOMORROW.",en,scam,impersonation,synthetic_template
